[2026-02-20 23:59:12], [INFO], [ENGINE], Running 5 flags on 1 companies for 1 quarter(s)
[2026-02-21 12:14:30], [INFO], [AAVAS], F1 [FY2025 Annual]: AAVAS: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [AAVAS], F2 [FY2025 Annual]: AAVAS: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [AAVAS], F4 [FY2025 Q3]: AAVAS: Low Interest Coverage Ratio of 1.73x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AAVAS], F4 [FY2025 Q2]: AAVAS: Low Interest Coverage Ratio of 1.73x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AAVAS], F4 [FY2025 Q1]: AAVAS: Low Interest Coverage Ratio of 1.68x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ACE], Analyzing ACE
[2026-02-21 12:14:30], [DEBUG], [ACE], No flags detected for ACE
[2026-02-21 12:14:30], [INFO], [ADANIENSOL], Analyzing ADANIENSOL
[2026-02-21 12:14:30], [INFO], [ADANIENSOL], F4 [FY2025 Q3]: ADANIENSOL: Low Interest Coverage Ratio of 2.27x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIENSOL], F4 [FY2025 Q2]: ADANIENSOL: Low Interest Coverage Ratio of 1.82x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIENSOL], F4 [FY2025 Q1]: ADANIENSOL: Low Interest Coverage Ratio of 0.43x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIENSOL], F5 [FY2025 Q1]: ADANIENSOL: Net Profit collapsed by 570.7% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [ADANIGREEN], Analyzing ADANIGREEN
[2026-02-21 12:14:30], [INFO], [ADANIGREEN], F4 [FY2025 Q3]: ADANIGREEN: Low Interest Coverage Ratio of 1.31x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIGREEN], F4 [FY2025 Q2]: ADANIGREEN: Low Interest Coverage Ratio of 1.32x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIGREEN], F4 [FY2025 Q1]: ADANIGREEN: Low Interest Coverage Ratio of 1.44x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIPOWER], Analyzing ADANIPOWER
[2026-02-21 12:14:30], [INFO], [ADANIPOWER], F1 [FY2026 Annual]: ADANIPOWER: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ADANIPOWER], F1 [FY2025 Annual]: ADANIPOWER: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ADANIPOWER], F5 [FY2025 Q1]: ADANIPOWER: Net Profit collapsed by 55.3% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [ATGL], Analyzing ATGL
[2026-02-21 12:14:30], [DEBUG], [ATGL], No flags detected for ATGL
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], Analyzing ABCAPITAL
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F1 [FY2026 Annual]: ABCAPITAL: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F2 [FY2026 Annual]: ABCAPITAL: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F1 [FY2025 Annual]: ABCAPITAL: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F2 [FY2025 Annual]: ABCAPITAL: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F4 [FY2025 Q3]: ABCAPITAL: Low Interest Coverage Ratio of 1.39x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F4 [FY2025 Q2]: ABCAPITAL: Low Interest Coverage Ratio of 1.56x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABCAPITAL], F4 [FY2025 Q1]: ABCAPITAL: Low Interest Coverage Ratio of 1.44x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABFRL], Analyzing ABFRL
[2026-02-21 12:14:30], [INFO], [ABFRL], F4 [FY2025 Q3]: ABFRL: Low Interest Coverage Ratio of 0.85x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABFRL], F4 [FY2025 Q2]: ABFRL: Low Interest Coverage Ratio of -0.12x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABFRL], F4 [FY2025 Q1]: ABFRL: Low Interest Coverage Ratio of -0.14x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABREL], Analyzing ABREL
[2026-02-21 12:14:30], [INFO], [ABREL], F1 [FY2026 Annual]: ABREL: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [ABREL], F3 [FY2026 Annual]: ABREL: Revenue fell 6.0% while Debt rose 136.2% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ABREL], F1 [FY2025 Annual]: ABREL: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [ABREL], F3 [FY2025 Annual]: ABREL: Revenue fell 6.0% while Debt rose 136.2% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ABREL], F4 [FY2025 Q3]: ABREL: Low Interest Coverage Ratio of -3.98x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ABREL], F5 [FY2025 Q3]: ABREL: Net Profit collapsed by 148.7% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [DEBUG], [ABREL], No flags detected for ABREL
[2026-02-21 12:14:30], [INFO], [ABSLAMC], Analyzing ABSLAMC
[2026-02-21 12:14:30], [INFO], [ABSLAMC], F1 [FY2026 Annual]: ABSLAMC: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [ABSLAMC], F1 [FY2025 Annual]: ABSLAMC: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [ABSLAMC], No flags detected for ABSLAMC
[2026-02-21 12:14:30], [INFO], [AEGISLOG], Analyzing AEGISLOG
[2026-02-21 12:14:30], [INFO], [AEGISLOG], F1 [FY2026 Annual]: AEGISLOG: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [AEGISLOG], F3 [FY2026 Annual]: AEGISLOG: Revenue fell 18.3% while Debt rose 67.1% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AEGISLOG], F1 [FY2025 Annual]: AEGISLOG: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [AEGISLOG], F3 [FY2025 Annual]: AEGISLOG: Revenue fell 18.3% while Debt rose 67.1% in 2024 vs 2023.
[2026-02-21 12:14:30], [DEBUG], [AEGISLOG], No flags detected for AEGISLOG
[2026-02-21 12:14:30], [INFO], [AFCONS], Analyzing AFCONS
[2026-02-21 12:14:30], [INFO], [AFCONS], F4 [FY2025 Q3]: AFCONS: Low Interest Coverage Ratio of 2.18x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AFCONS], F4 [FY2025 Q2]: AFCONS: Low Interest Coverage Ratio of 2.16x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [AFCONS], No flags detected for AFCONS
[2026-02-21 12:14:30], [INFO], [AFFLE], Analyzing AFFLE
[2026-02-21 12:14:30], [INFO], [AFFLE], F1 [FY2026 Annual]: AFFLE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [AFFLE], F1 [FY2025 Annual]: AFFLE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [AFFLE], F5 [FY2025 Q1]: AFFLE: Net Profit collapsed by 100.0% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [AJANTPHARM], Analyzing AJANTPHARM
[2026-02-21 12:14:30], [DEBUG], [AJANTPHARM], No flags detected for AJANTPHARM
[2026-02-21 12:14:30], [INFO], [AKUMS], Analyzing AKUMS
[2026-02-21 12:14:30], [DEBUG], [AKUMS], No flags detected for AKUMS
[2026-02-21 12:14:30], [INFO], [AKZOINDIA], Analyzing AKZOINDIA
[2026-02-21 12:14:30], [INFO], [AKZOINDIA], F5 [FY2025 Q1]: AKZOINDIA: Net Profit collapsed by 100.0% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [APLLTD], Analyzing APLLTD
[2026-02-21 12:14:30], [DEBUG], [APLLTD], No flags detected for APLLTD
[2026-02-21 12:14:30], [INFO], [ALKEM], Analyzing ALKEM
[2026-02-21 12:14:30], [DEBUG], [ALKEM], No flags detected for ALKEM
[2026-02-21 12:14:30], [INFO], [ALKYLAMINE], Analyzing ALKYLAMINE
[2026-02-21 12:14:30], [DEBUG], [ALKYLAMINE], No flags detected for ALKYLAMINE
[2026-02-21 12:14:30], [INFO], [ALOKINDS], Analyzing ALOKINDS
[2026-02-21 12:14:30], [INFO], [ALOKINDS], F3 [FY2026 Annual]: ALOKINDS: Revenue fell 20.6% while Debt rose 7.7% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ALOKINDS], F3 [FY2025 Annual]: ALOKINDS: Revenue fell 20.6% while Debt rose 7.7% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ALOKINDS], F4 [FY2025 Q3]: ALOKINDS: Low Interest Coverage Ratio of -0.69x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ALOKINDS], F4 [FY2025 Q2]: ALOKINDS: Low Interest Coverage Ratio of -0.66x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ALOKINDS], F4 [FY2025 Q1]: ALOKINDS: Low Interest Coverage Ratio of -0.32x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ARE&M], Analyzing ARE&M
[2026-02-21 12:14:30], [DEBUG], [ARE&M], No flags detected for ARE&M
[2026-02-21 12:14:30], [INFO], [AMBER], Analyzing AMBER
[2026-02-21 12:14:30], [INFO], [AMBER], F3 [FY2026 Annual]: AMBER: Revenue fell 2.9% while Debt rose 6.7% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AMBER], F3 [FY2025 Annual]: AMBER: Revenue fell 2.9% while Debt rose 6.7% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AMBER], F4 [FY2025 Q3]: AMBER: Low Interest Coverage Ratio of 2.16x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AMBER], F4 [FY2025 Q2]: AMBER: Low Interest Coverage Ratio of 1.54x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [AMBER], No flags detected for AMBER
[2026-02-21 12:14:30], [INFO], [AMBUJACEM], Analyzing AMBUJACEM
[2026-02-21 12:14:30], [DEBUG], [AMBUJACEM], No flags detected for AMBUJACEM
[2026-02-21 12:14:30], [INFO], [ANANDRATHI], Analyzing ANANDRATHI
[2026-02-21 12:14:30], [DEBUG], [ANANDRATHI], No flags detected for ANANDRATHI
[2026-02-21 12:14:30], [INFO], [ANANTRAJ], Analyzing ANANTRAJ
[2026-02-21 12:14:30], [INFO], [ANANTRAJ], F1 [FY2026 Annual]: ANANTRAJ: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ANANTRAJ], F1 [FY2025 Annual]: ANANTRAJ: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [ANANTRAJ], No flags detected for ANANTRAJ
[2026-02-21 12:14:30], [INFO], [ANGELONE], Analyzing ANGELONE
[2026-02-21 12:14:30], [INFO], [ANGELONE], F1 [FY2026 Annual]: ANGELONE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ANGELONE], F1 [FY2025 Annual]: ANGELONE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [ANGELONE], No flags detected for ANGELONE
[2026-02-21 12:14:30], [INFO], [APARINDS], Analyzing APARINDS
[2026-02-21 12:14:30], [INFO], [APARINDS], F1 [FY2026 Annual]: APARINDS: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [APARINDS], F1 [FY2025 Annual]: APARINDS: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [APARINDS], No flags detected for APARINDS
[2026-02-21 12:14:30], [INFO], [APOLLOTYRE], Analyzing APOLLOTYRE
[2026-02-21 12:14:30], [DEBUG], [APOLLOTYRE], No flags detected for APOLLOTYRE
[2026-02-21 12:14:30], [INFO], [APTUS], Analyzing APTUS
[2026-02-21 12:14:30], [INFO], [APTUS], F1 [FY2026 Annual]: APTUS: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [APTUS], F2 [FY2026 Annual]: APTUS: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [APTUS], F1 [FY2025 Annual]: APTUS: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [APTUS], F2 [FY2025 Annual]: APTUS: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [APTUS], F5 [FY2025 Q2]: APTUS: Net Profit collapsed by 100.0% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [APTUS], No flags detected for APTUS
[2026-02-21 12:14:30], [INFO], [ASAHIINDIA], Analyzing ASAHIINDIA
[2026-02-21 12:14:30], [DEBUG], [ASAHIINDIA], No flags detected for ASAHIINDIA
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], Analyzing ASHOKLEY
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], F1 [FY2026 Annual]: ASHOKLEY: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], F1 [FY2025 Annual]: ASHOKLEY: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], F4 [FY2025 Q3]: ASHOKLEY: Low Interest Coverage Ratio of 2.11x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], F4 [FY2025 Q2]: ASHOKLEY: Low Interest Coverage Ratio of 2.11x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ASHOKLEY], F4 [FY2025 Q1]: ASHOKLEY: Low Interest Coverage Ratio of 1.85x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ASTERDM], Analyzing ASTERDM
[2026-02-21 12:14:30], [INFO], [ASTERDM], F5 [FY2025 Q3]: ASTERDM: Net Profit collapsed by 68.3% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [DEBUG], [ASTERDM], No flags detected for ASTERDM
[2026-02-21 12:14:30], [INFO], [ASTRAZEN], Analyzing ASTRAZEN
[2026-02-21 12:14:30], [INFO], [ASTRAZEN], F5 [FY2025 Q3]: ASTRAZEN: Net Profit collapsed by 52.9% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [INFO], [ASTRAZEN], F5 [FY2025 Q2]: ASTRAZEN: Net Profit collapsed by 74.9% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [INFO], [ASTRAZEN], F4 [FY2025 Q1]: ASTRAZEN: Low Interest Coverage Ratio of -137.79x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ASTRAZEN], F5 [FY2025 Q1]: ASTRAZEN: Net Profit collapsed by 121.9% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [ASTRAL], Analyzing ASTRAL
[2026-02-21 12:14:30], [DEBUG], [ASTRAL], No flags detected for ASTRAL
[2026-02-21 12:14:30], [INFO], [ATUL], Analyzing ATUL
[2026-02-21 12:14:30], [INFO], [ATUL], F3 [FY2026 Annual]: ATUL: Revenue fell 12.9% while Debt rose 393.5% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ATUL], F3 [FY2025 Annual]: ATUL: Revenue fell 12.9% while Debt rose 393.5% in 2024 vs 2023.
[2026-02-21 12:14:30], [DEBUG], [ATUL], No flags detected for ATUL
[2026-02-21 12:14:30], [INFO], [AUROPHARMA], Analyzing AUROPHARMA
[2026-02-21 12:14:30], [DEBUG], [AUROPHARMA], No flags detected for AUROPHARMA
[2026-02-21 12:14:30], [INFO], [AIIL], Analyzing AIIL
[2026-02-21 12:14:30], [DEBUG], [AIIL], No flags detected for AIIL
[2026-02-21 12:14:30], [INFO], [DMART], Analyzing DMART
[2026-02-21 12:14:30], [DEBUG], [DMART], No flags detected for DMART
[2026-02-21 12:14:30], [INFO], [BASF], Analyzing BASF
[2026-02-21 12:14:30], [INFO], [BASF], F5 [FY2025 Q2]: BASF: Net Profit collapsed by 63.5% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [BASF], No flags detected for BASF
[2026-02-21 12:14:30], [INFO], [BEML], Analyzing BEML
[2026-02-21 12:14:30], [INFO], [BEML], F4 [FY2025 Q1]: BEML: Low Interest Coverage Ratio of -7.45x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BLS], Analyzing BLS
[2026-02-21 12:14:30], [DEBUG], [BLS], No flags detected for BLS
[2026-02-21 12:14:30], [INFO], [BSE], Analyzing BSE
[2026-02-21 12:14:30], [DEBUG], [BSE], No flags detected for BSE
[2026-02-21 12:14:30], [INFO], [BAJAJHLDNG], Analyzing BAJAJHLDNG
[2026-02-21 12:14:30], [INFO], [BAJAJHLDNG], F1 [FY2026 Annual]: BAJAJHLDNG: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BAJAJHLDNG], F1 [FY2025 Annual]: BAJAJHLDNG: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [BAJAJHLDNG], No flags detected for BAJAJHLDNG
[2026-02-21 12:14:30], [INFO], [BAJAJHFL], Analyzing BAJAJHFL
[2026-02-21 12:14:30], [INFO], [BAJAJHFL], F4 [FY2025 Q3]: BAJAJHFL: Low Interest Coverage Ratio of 1.46x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BAJAJHFL], F4 [FY2025 Q2]: BAJAJHFL: Low Interest Coverage Ratio of 1.46x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [BAJAJHFL], No flags detected for BAJAJHFL
[2026-02-21 12:14:30], [INFO], [BALKRISIND], Analyzing BALKRISIND
[2026-02-21 12:14:30], [DEBUG], [BALKRISIND], No flags detected for BALKRISIND
[2026-02-21 12:14:30], [INFO], [BALRAMCHIN], Analyzing BALRAMCHIN
[2026-02-21 12:14:30], [INFO], [BALRAMCHIN], F5 [FY2025 Q2]: BALRAMCHIN: Net Profit collapsed by 100.0% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [BALRAMCHIN], No flags detected for BALRAMCHIN
[2026-02-21 12:14:30], [INFO], [BANDHANBNK], Analyzing BANDHANBNK
[2026-02-21 12:14:30], [INFO], [BANDHANBNK], F4 [FY2025 Q3]: BANDHANBNK: Low Interest Coverage Ratio of 1.43x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANDHANBNK], F4 [FY2025 Q2]: BANDHANBNK: Low Interest Coverage Ratio of 1.52x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANDHANBNK], F4 [FY2025 Q1]: BANDHANBNK: Low Interest Coverage Ratio of 1.56x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKBARODA], Analyzing BANKBARODA
[2026-02-21 12:14:30], [INFO], [BANKBARODA], F4 [FY2025 Q3]: BANKBARODA: Low Interest Coverage Ratio of 1.34x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKBARODA], F4 [FY2025 Q2]: BANKBARODA: Low Interest Coverage Ratio of 1.39x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKBARODA], F4 [FY2025 Q1]: BANKBARODA: Low Interest Coverage Ratio of 1.34x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKINDIA], Analyzing BANKINDIA
[2026-02-21 12:14:30], [INFO], [BANKINDIA], F4 [FY2025 Q3]: BANKINDIA: Low Interest Coverage Ratio of 1.28x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKINDIA], F4 [FY2025 Q2]: BANKINDIA: Low Interest Coverage Ratio of 1.28x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BANKINDIA], F4 [FY2025 Q1]: BANKINDIA: Low Interest Coverage Ratio of 1.23x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [MAHABANK], Analyzing MAHABANK
[2026-02-21 12:14:30], [INFO], [MAHABANK], F4 [FY2025 Q3]: MAHABANK: Low Interest Coverage Ratio of 1.43x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [MAHABANK], F4 [FY2025 Q2]: MAHABANK: Low Interest Coverage Ratio of 1.43x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [MAHABANK], F4 [FY2025 Q1]: MAHABANK: Low Interest Coverage Ratio of 1.44x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BATAINDIA], Analyzing BATAINDIA
[2026-02-21 12:14:30], [INFO], [BATAINDIA], F5 [FY2025 Q1]: BATAINDIA: Net Profit collapsed by 100.0% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [BERGEPAINT], Analyzing BERGEPAINT
[2026-02-21 12:14:30], [INFO], [BERGEPAINT], F5 [FY2025 Q2]: BERGEPAINT: Net Profit collapsed by 100.0% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [BERGEPAINT], No flags detected for BERGEPAINT
[2026-02-21 12:14:30], [INFO], [BDL], Analyzing BDL
[2026-02-21 12:14:30], [INFO], [BDL], F5 [FY2025 Q1]: BDL: Net Profit collapsed by 82.7% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [BEL], Analyzing BEL
[2026-02-21 12:14:30], [DEBUG], [BEL], No flags detected for BEL
[2026-02-21 12:14:30], [INFO], [BHARATFORG], Analyzing BHARATFORG
[2026-02-21 12:14:30], [DEBUG], [BHARATFORG], No flags detected for BHARATFORG
[2026-02-21 12:14:30], [INFO], [BHEL], Analyzing BHEL
[2026-02-21 12:14:30], [INFO], [BHEL], F1 [FY2026 Annual]: BHEL: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [BHEL], F1 [FY2025 Annual]: BHEL: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [BHEL], F4 [FY2025 Q3]: BHEL: Low Interest Coverage Ratio of 1.87x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BHEL], F4 [FY2025 Q2]: BHEL: Low Interest Coverage Ratio of 1.62x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BHEL], F4 [FY2025 Q1]: BHEL: Low Interest Coverage Ratio of -0.81x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BHARTIHEXA], Analyzing BHARTIHEXA
[2026-02-21 12:14:30], [DEBUG], [BHARTIHEXA], No flags detected for BHARTIHEXA
[2026-02-21 12:14:30], [INFO], [BIKAJI], Analyzing BIKAJI
[2026-02-21 12:14:30], [DEBUG], [BIKAJI], No flags detected for BIKAJI
[2026-02-21 12:14:30], [INFO], [BIOCON], Analyzing BIOCON
[2026-02-21 12:14:30], [INFO], [BIOCON], F4 [FY2025 Q3]: BIOCON: Low Interest Coverage Ratio of 1.70x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BIOCON], F5 [FY2025 Q3]: BIOCON: Net Profit collapsed by 96.2% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [INFO], [BIOCON], F4 [FY2025 Q2]: BIOCON: Low Interest Coverage Ratio of 1.44x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BIOCON], F5 [FY2025 Q2]: BIOCON: Net Profit collapsed by 112.7% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [BIOCON], No flags detected for BIOCON
[2026-02-21 12:14:30], [INFO], [BSOFT], Analyzing BSOFT
[2026-02-21 12:14:30], [DEBUG], [BSOFT], No flags detected for BSOFT
[2026-02-21 12:14:30], [INFO], [BLUEDART], Analyzing BLUEDART
[2026-02-21 12:14:30], [DEBUG], [BLUEDART], No flags detected for BLUEDART
[2026-02-21 12:14:30], [INFO], [BLUEJET], Analyzing BLUEJET
[2026-02-21 12:14:30], [DEBUG], [BLUEJET], No flags detected for BLUEJET
[2026-02-21 12:14:30], [INFO], [BLUESTARCO], Analyzing BLUESTARCO
[2026-02-21 12:14:30], [INFO], [BLUESTARCO], F1 [FY2026 Annual]: BLUESTARCO: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BLUESTARCO], F2 [FY2026 Annual]: BLUESTARCO: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [BLUESTARCO], F1 [FY2025 Annual]: BLUESTARCO: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BLUESTARCO], F2 [FY2025 Annual]: BLUESTARCO: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [DEBUG], [BLUESTARCO], No flags detected for BLUESTARCO
[2026-02-21 12:14:30], [INFO], [BBTC], Analyzing BBTC
[2026-02-21 12:14:30], [DEBUG], [BBTC], No flags detected for BBTC
[2026-02-21 12:14:30], [INFO], [BOSCHLTD], Analyzing BOSCHLTD
[2026-02-21 12:14:30], [DEBUG], [BOSCHLTD], No flags detected for BOSCHLTD
[2026-02-21 12:14:30], [INFO], [FIRSTCRY], Analyzing FIRSTCRY
[2026-02-21 12:14:30], [INFO], [FIRSTCRY], F4 [FY2025 Q3]: FIRSTCRY: Low Interest Coverage Ratio of 1.16x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [FIRSTCRY], F4 [FY2025 Q2]: FIRSTCRY: Low Interest Coverage Ratio of -0.27x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [FIRSTCRY], F4 [FY2025 Q1]: FIRSTCRY: Low Interest Coverage Ratio of -0.84x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BRIGADE], Analyzing BRIGADE
[2026-02-21 12:14:30], [INFO], [BRIGADE], F4 [FY2025 Q2]: BRIGADE: Low Interest Coverage Ratio of 2.36x in FY2025 Q2 (Threshold: 2.5x).
